Source Name	Comment[ENA_SAMPLE]	Comment[ENA_ALIAS]	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[genotype]	Characteristics[developmental stage]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[organism part]	Term Source REF	Term Accession Number	Characteristics[age]	Unit[time unit]	Characteristics[initial time point]	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Comment[RIBOSOMAL_RNA_TREATMENTS]	Extract Name	Comment[library_name]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[technical replicate group]	Comment[ENA_EXPERIMENT]	Comment[INSTRUMENT_MODEL]	Comment[DATE_FIRST_PUBLIC]	Scan Name	Comment[ENA_RUN]	Comment[LINK_TO_PROTOCOLS]	Comment[Center]	Comment[FASTQ_URI]	Factor Value[developmental stage]	Term Source REF	Term Accession Number	Factor Value[sex]	Factor Value[organism part]	Term Source REF	Term Accession Number
SRS266274	SRS266274	Caenorhabditis elegans N2 early embryo EE_50-150 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	gastrulating embryo Ce	WBls	WBls:0000010	hermaphrodite	organism	WBbt	WBbt:0007833	110-300	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-150 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 150 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-150  Local library name: N2_EE_50-150  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266274 extract_PAIRED	N2_EE_50-150	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099995	sequencing assay	67	SRX099995	Illumina HiSeq 2000	08/10/2011	SRR351024_1	SRR351024	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351024/SRR351024_1.fastq.gz	gastrulating embryo Ce	WBls	WBls:0000010	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266274	SRS266274	Caenorhabditis elegans N2 early embryo EE_50-150 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	gastrulating embryo Ce	WBls	WBls:0000010	hermaphrodite	organism	WBbt	WBbt:0007833	110-300	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-150 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 150 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-150  Local library name: N2_EE_50-150  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266274 extract_PAIRED	N2_EE_50-150	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099995	sequencing assay	67	SRX099995	Illumina HiSeq 2000	08/10/2011	SRR351024_2	SRR351024	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351024/SRR351024_2.fastq.gz	gastrulating embryo Ce	WBls	WBls:0000010	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266275	SRS266275	Caenorhabditis elegans N2 early embryo EE_50-210 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833	170-320	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-210 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 210 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-210  Local library name: N2_EE_50-210  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266275 extract_PAIRED	N2_EE_50-210	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099996	sequencing assay	68	SRX099996	Illumina HiSeq 2000	08/10/2011	SRR351025_1	SRR351025	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351025/SRR351025_1.fastq.gz	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266275	SRS266275	Caenorhabditis elegans N2 early embryo EE_50-210 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833	170-320	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-210 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 210 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-210  Local library name: N2_EE_50-210  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266275 extract_PAIRED	N2_EE_50-210	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099996	sequencing assay	68	SRX099996	Illumina HiSeq 2000	08/10/2011	SRR351025_2	SRR351025	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351025/SRR351025_2.fastq.gz	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266275	SRS266275	Caenorhabditis elegans N2 early embryo EE_50-210 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833	170-320	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-210 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 210 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-210  Local library name: N2_EE_50-210  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266275 extract_PAIRED	N2_EE_50-210	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099996	sequencing assay	68	SRX099996	Illumina HiSeq 2000	08/10/2011	SRR351027_1	SRR351027	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351027/SRR351027_1.fastq.gz	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266275	SRS266275	Caenorhabditis elegans N2 early embryo EE_50-210 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833	170-320	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-210 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 210 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-210  Local library name: N2_EE_50-210  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266275 extract_PAIRED	N2_EE_50-210	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099996	sequencing assay	68	SRX099996	Illumina HiSeq 2000	08/10/2011	SRR351027_2	SRR351027	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351027/SRR351027_2.fastq.gz	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266275	SRS266275	Caenorhabditis elegans N2 early embryo EE_50-210 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833	170-320	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-210 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 210 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-210  Local library name: N2_EE_50-210  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266275 extract_SINGLE	N2_EE_50-210	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX099998	sequencing assay	68	SRX099998	Illumina HiSeq 2000	08/10/2011	SRR351028	SRR351028	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351028/SRR351028.fastq.gz	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266275	SRS266275	Caenorhabditis elegans N2 early embryo EE_50-210 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833	170-320	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-210 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 210 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-210  Local library name: N2_EE_50-210  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266275 extract_SINGLE	N2_EE_50-210	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX099997	sequencing assay	68	SRX099997	Illumina HiSeq 2000	08/10/2011	SRR351029	SRR351029	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351029/SRR351029.fastq.gz	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266275	SRS266275	Caenorhabditis elegans N2 early embryo EE_50-210 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833	170-320	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-210 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 210 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-210  Local library name: N2_EE_50-210  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266275 extract_PAIRED	N2_EE_50-210	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103652	sequencing assay	68	SRX103652	Illumina HiSeq 2000	01/11/2011	SRR359067_1	SRR359067	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359067/SRR359067_1.fastq.gz	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266275	SRS266275	Caenorhabditis elegans N2 early embryo EE_50-210 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833	170-320	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-210 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 210 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-210  Local library name: N2_EE_50-210  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266275 extract_PAIRED	N2_EE_50-210	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103652	sequencing assay	68	SRX103652	Illumina HiSeq 2000	01/11/2011	SRR359067_2	SRR359067	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359067/SRR359067_2.fastq.gz	enclosing embryo Ce	WBls	WBls:0000013	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266276	SRS266276	Caenorhabditis elegans N2 early embryo EE_50-270 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833	230-380	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-270 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 270 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-270  Local library name: N2_EE_50-270  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266276 extract_PAIRED	N2_EE_50-270	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099999	sequencing assay	69	SRX099999	Illumina HiSeq 2000	08/10/2011	SRR351030_1	SRR351030	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351030/SRR351030_1.fastq.gz	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266276	SRS266276	Caenorhabditis elegans N2 early embryo EE_50-270 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833	230-380	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-270 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 270 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-270  Local library name: N2_EE_50-270  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266276 extract_PAIRED	N2_EE_50-270	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099999	sequencing assay	69	SRX099999	Illumina HiSeq 2000	08/10/2011	SRR351030_2	SRR351030	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351030/SRR351030_2.fastq.gz	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266276	SRS266276	Caenorhabditis elegans N2 early embryo EE_50-270 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833	230-380	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-270 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 270 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-270  Local library name: N2_EE_50-270  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266276 extract_PAIRED	N2_EE_50-270	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099999	sequencing assay	69	SRX099999	Illumina HiSeq 2000	08/10/2011	SRR351031_1	SRR351031	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351031/SRR351031_1.fastq.gz	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266276	SRS266276	Caenorhabditis elegans N2 early embryo EE_50-270 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833	230-380	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-270 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 270 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-270  Local library name: N2_EE_50-270  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266276 extract_PAIRED	N2_EE_50-270	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX099999	sequencing assay	69	SRX099999	Illumina HiSeq 2000	08/10/2011	SRR351031_2	SRR351031	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351031/SRR351031_2.fastq.gz	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266276	SRS266276	Caenorhabditis elegans N2 early embryo EE_50-270 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833	230-380	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-270 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 270 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-270  Local library name: N2_EE_50-270  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266276 extract_SINGLE	N2_EE_50-270	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX100001	sequencing assay	69	SRX100001	Illumina HiSeq 2000	08/10/2011	SRR351032	SRR351032	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351032/SRR351032.fastq.gz	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266276	SRS266276	Caenorhabditis elegans N2 early embryo EE_50-270 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833	230-380	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-270 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 270 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-270  Local library name: N2_EE_50-270  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266276 extract_SINGLE	N2_EE_50-270	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX100000	sequencing assay	69	SRX100000	Illumina HiSeq 2000	08/10/2011	SRR351033	SRR351033	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351033/SRR351033.fastq.gz	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266276	SRS266276	Caenorhabditis elegans N2 early embryo EE_50-270 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833	230-380	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-270 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 270 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-270  Local library name: N2_EE_50-270  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266276 extract_PAIRED	N2_EE_50-270	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103677	sequencing assay	69	SRX103677	Illumina HiSeq 2000	01/11/2011	SRR359094_1	SRR359094	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359094/SRR359094_1.fastq.gz	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266276	SRS266276	Caenorhabditis elegans N2 early embryo EE_50-270 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833	230-380	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-270 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 270 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-270  Local library name: N2_EE_50-270  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266276 extract_PAIRED	N2_EE_50-270	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103677	sequencing assay	69	SRX103677	Illumina HiSeq 2000	01/11/2011	SRR359094_2	SRR359094	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359094/SRR359094_2.fastq.gz	late cleavage stage embryo Ce	WBls	WBls:0000014	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266277	SRS266277	Caenorhabditis elegans N2 early embryo EE_50-450 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	elongating embryo Ce	WBls	WBls:0000015	hermaphrodite	organism	WBbt	WBbt:0007833	410-560	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-450 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 450 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-450  Local library name: N2_EE_50-450  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266277 extract_PAIRED	N2_EE_50-450	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX100002	sequencing assay	70	SRX100002	Illumina HiSeq 2000	08/10/2011	SRR351034_1	SRR351034	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351034/SRR351034_1.fastq.gz	elongating embryo Ce	WBls	WBls:0000015	hermaphrodite	organism	WBbt	WBbt:0007833
SRS266277	SRS266277	Caenorhabditis elegans N2 early embryo EE_50-450 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	elongating embryo Ce	WBls	WBls:0000015	hermaphrodite	organism	WBbt	WBbt:0007833	410-560	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-450 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 450 minutes.  This sample is one of a series of developmental timepoints for N2_EE_50 samples.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-450  Local library name: N2_EE_50-450  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS266277 extract_PAIRED	N2_EE_50-450	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX100002	sequencing assay	70	SRX100002	Illumina HiSeq 2000	08/10/2011	SRR351034_2	SRR351034	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/SRR351034/SRR351034_2.fastq.gz	elongating embryo Ce	WBls	WBls:0000015	hermaphrodite	organism	WBbt	WBbt:0007833
